Title,Artefact slug,Subsection slug,Subsection slug,Subsection slug,...
Find out about community transport services and Shopmobility,community-transport-services-shopmobility,/housing/local-councils,,,
Find out about pest control,pest-control,/housing/noise-neighbours,,,
Find out if someone has an attorney or deputy acting for them,find-someones-attorney-or-deputy,/births-deaths-marriages/lasting-power-attorney,,,
Find out what prison someone is in,find-out-what-prison-someone-is-in,/justice/prisons-probation,,,
Find out when your council cleans your street,local-street-cleaning,/housing/recycling-rubbish,,,
Find out where registered disabled drivers can park,where-registered-disabled-drivers-can-park,/driving/blue-badges-parking,,,
Find out which roads your council will grit,roads-council-will-grit,/housing/recycling-rubbish,,,
Find out your National Insurance number if you've lost it,find-your-national-insurance-number-if-you-lost-it,/tax/national-insurance,,,
Find out your rubbish collection day,rubbish-collection-day,/housing/safety-environment,,,
Find safe walking or cycling routes to your child's school,safe-walking-cycling-routes-school,/education/school-admissions-transport,,,
Find your local Family Information Service (FIS),find-family-information-service,/births-deaths-marriages/child,,,
Find your local Trading Standards office,find-local-trading-standards-office,/business/sale-goods-services-data,,,
Find your local council,find-your-local-council,/housing/local-councils,,,
Find your local park,find-your-local-park,/housing/local-councils,,,
Find your lost theory test pass certificate number,find-your-lost-theory-test-pass-certificate-number,/driving/learning-to-drive,,,
Find your nearest VOSA test station for commercial vehicles,find-your-nearest-vosa-test-station,/driving/businesses,,,
Finding a person's will,find-persons-will,/births-deaths-marriages/death,,,
Finding commodity codes for import and export duty,finding-commodity-codes,/business/imports-exports,,,
Fire and Rescue Services,fire-rescue-services,/housing/safety-environment,,,
Fire safety in the workplace,fire-safety-in-the-workplace-your-responsibilities,/business/premises-rates,,,
Fireworks - the law,fireworks-the-law,/housing/local-councils,,,
Fireworks manufacture and storage registration (All UK),fireworks-manufacture-and-storage-registration-all-uk,/business/licences,,,
Fish dealer licence (Northern Ireland),fish-dealer-licence-northern-ireland,/business/licences,,,
Fish movement permit (Northern Ireland),fish-movement-permit-northern-ireland,/business/licences,,,
Fishing Licence (Northern Ireland),fishing-licence-northern-ireland,/business/licences,,,
Fishing vessel licence (All UK),fishing-vessel-licence-all-uk,/business/licences,,,
Fishing vessel registration (All UK),fishing-vessel-registration-all-uk,/business/licences,,,
Fits and driving,fits-and-driving,/driving/disability-health-condition,,,
Fixed penalties and vehicle immobilisation for commercial drivers,fixed-penalties-and-vehicle-immobilisation-for-commercial-drivers,/driving/drivers-lorries-buses,,,
Fixed-term employment contracts,fixed-term-contracts,/employing-people/contracts,,,
Flexible working ,flexible-working,/employing-people/contracts,,,
Flood defence consent (England & Wales),flood-defence-consent-england-wales,/business/licences,,,
Food Standards Agency (FSA) guidance tool,fsa-guidance-tool,/business/food,,,
Food business registration,food-business-registration,/business/food,,,
Food irradiation licence (Scotland),food-irradiation-licence-scotland,/business/licences,,,
Food labelling and packaging,food-labelling-and-packaging,/business/food,,,
Food premises approval,food-premises-approval,/business/food,,,
Food premises approval (Northern Ireland),food-premises-approval-northern-ireland,/business/licences,,,
Food premises approval (Scotland),food-premises-approval-scotland,/business/licences,,,
Food premises approval (Wales),food-premises-approval-wales,/business/licences,,,
Food safety - your responsibilities,food-safety-your-responsibilities,/business/food,,,
Foreign and Commonwealth Office travel advice,fco-advice,/driving/passports-travelling-abroad,,,
Forestry trader registration (Northern Ireland),forestry-trader-registration-northern-ireland,/business/licences,,,
Foster carers,foster-carers,/births-deaths-marriages/child,,,
Freight forwarders for international shipping,freight-forwarders,/business/imports-exports,,,
Friedrich's ataxia and driving,friedrichs-ataxia-and-driving,/driving/disability-health-condition,,,
Fuel consumption and emissions for vans,use-van-fuel-tools,/driving/blue-badges-parking,,,
Funding for postgraduate study,funding-for-postgraduate-study,/education/student-finance,,,
Funeral Payments,funeral-payments,/benefits/bereavement,,,
Further education courses,further-education-courses,/education/find-course,,,
Future Pension Centre,future-pension-centre,/working/state-pension,,,
Gaming machine supply and maintenance certificate (Northern Ireland),gaming-machine-supply-and-maintenance-certificate-northern-ireland,/business/licences,,,
Garden bonfires - the rules,garden-bonfires-rules,/housing/local-councils,,,
Garden maintenance for elderly or disabled council tenants,garden-maintenance-council-tenants,/housing/local-councils,,,
Gas conveyance licence (Northern Ireland),gas-conveyance-licence-northern-ireland,/business/licences,,,
Gas storage licence (Northern Ireland),gas-storage-licence-northern-ireland,/business/licences,,,
"Gas supplier, transporter, shipper or interconnector licence (England, Scotland & Wales)",gas-supplier-transporter-shipper-or-interconnector-licence-england-scotland-wales,/business/licences,,,
Gas supply licence (Northern Ireland),gas-supply-licence-northern-ireland,/business/licences,,,
General Register Office,general-register-office,/births-deaths-marriages/registry-offices,,,
General Register Office for Northern Ireland,general-register-office-for-northern-ireland,/births-deaths-marriages/registry-offices,,,
"General rules, techniques and advice for all drivers and riders (103 to 158)",general-rules-all-drivers-riders-103-to-158,/driving/highway-code,,,
"Generation, transmission, distribution and supply of electricity licence (England, Scotland & Wales)",generation-transmission-distribution-and-supply-of-electricity-licence-england-scotland-wales,/business/licences,,,
Get MCA approval for lifeboat servicing ,get-mca-approval-for-lifeboat-servicing,/business/licences,,,
Get a National Insurance number for the first time,national-insurance-number,/tax/national-insurance,,,
Get a State Pension forecast,get-a-state-pension-forecast,/working/state-pension,,,
Get a State Pension forecast (POST-OCT: DO NOT PUBLISH),forecast-your-state-pension-v2,/working/state-pension,,,
Get a V5C vehicle registration certificate (log book),vehicle-registration-certificate-v5c-log-book,/driving/number-plate,,,
Get a birthday or anniversary message from the Queen,get-birthday-or-anniversary-message-from-the-queen,/citizenship/government,,,
Get a copy of a decree absolute or final order,copy-decree-absolute-final-order,/births-deaths-marriages/marriage-divorce,,,
Get a dispensation for reporting non-taxable expenses and benefits,apply-for-a-dispensation,/business/expenses-employee-benefits,,,
Get a divorce,divorce,/births-deaths-marriages/marriage-divorce,,,
Get a fit note (Statement of Fitness to Work),fit-note-statement-fitness-to-work,/employing-people/time-off,,,
Get a free or discounted TV licence,free-discount-tv-licence,/benefits/heating,,,
Get a free passport,free-passport,/citizenship/passports,,,
Get a legal separation,legal-separation,/births-deaths-marriages/marriage-divorce,,,
Get a parking permit,parking-permit,/driving/blue-badges-parking,,,
Get a passport for your child,get-a-child-passport,/citizenship/passports,,,
Get a passport urgently,get-a-passport-urgently,/citizenship/passports,,,
Get a police check on someone involved with a child,police-check-someone-involved-with-child,/births-deaths-marriages/child,,,
Get a recycling bin,change-me-for-need-2076,/housing/recycling-rubbish,,,
Get a seaman's discharge book or British seaman's card,get-a-seamans-discharge-book-or-british-seamans-card,/business/licences,,,
Get a tax disc (vehicle licence),car-tax-disc-vehicle-licence,/driving/car-tax-discs,,,
Get a tax disc (vehicle licence) using form V10,car-tax-disc-vehicle-licence-using-form-v10,/driving/car-tax-discs,,,
Get an environmental permit ,get-an-environmental-permit,/business/waste-environment,,,
Get information about a company,get-information-about-a-company,/business/limited-company,,,
Get meals at home (meals on wheels),meals-home,/housing/local-councils,,,
Get on the electoral register,get-on-electoral-register,/citizenship/voting,,,
Get support as a victim of crime,get-support-as-a-victim-of-crime,,,,
Get the forms for statutory demands,statutory-demands,/business/funding-debt,/justice/court-claims-debt-bankruptcy,,
Get vehicle information from DVLA,get-vehicle-information-from-dvla,/driving/number-plate,,,
Get your air conditioning system inspected,get-your-air-conditioning-system-inspected,/business/premises-rates,,,
Get your tax right if you retire abroad or return to the UK,tax-right-retire-abroad-return-to-uk,/tax/income-tax,,,
Getting a Criminal Records Bureau (CRB) check,crb-criminal-records-bureau-check,/employing-people/recruiting-hiring,,,
Getting an ASBO,asbo,/justice/courts-sentencing-tribunals,,,
Getting an MOT,getting-an-mot,/driving/mot-insurance,,,
Getting and using a horse passport,horse-passport,/housing/noise-neighbours,,,
Getting your vehicle back if it's been wheel clamped,getting-your-vehicle-back-if-its-been-wheel-clamped,/driving/blue-badges-parking,,,
Giving staff time off for jury service,giving-staff-time-off-jury-service,/working/time-off,,,
Giving staff time off for magistrate duty,giving-staff-time-off-for-magistrate-duty,/working/time-off,,,
Giving up your driving licence,giving-up-your-driving-licence,/driving/driving-licences,,,
Glaucoma and driving,glaucoma-and-driving,/driving/disability-health-condition,,,
